Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.17     0.00      788     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.17     0.00      788     0.00     0.00  int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.17     0.00      788     0.00     0.00  std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&)
  0.00      0.17     0.00      788     0.00     0.00  int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
  0.00      0.17     0.00      788     0.00     0.00  int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.17     0.00      788     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.17     0.00      788     0.00     0.00  int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  0.00      0.17     0.00      788     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.17     0.00      741     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
  0.00      0.17     0.00      741     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::~new_allocator()
  0.00      0.17     0.00      741     0.00     0.00  std::allocator<unsigned long>::allocator()
  0.00      0.17     0.00      741     0.00     0.00  std::allocator<unsigned long>::~allocator()
  0.00      0.17     0.00      741     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl()
  0.00      0.17     0.00      741     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl()
  0.00      0.17     0.00      741     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_deallocate()
  0.00      0.17     0.00      741     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_base()
  0.00      0.17     0.00      741     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::~_Bvector_base()
  0.00      0.17     0.00      741     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector()
  0.00      0.17     0.00      741     0.00     0.00  std::vector<bool, std::allocator<bool> >::~vector()
  0.00      0.17     0.00      651     0.00     0.00  std::list<AppTemplate*, std::allocator<AppTemplate*> >::erase(std::_List_iterator<AppTemplate*>)
  0.00      0.17     0.00      588     0.00     0.00  Munkres::pair_in_list(std::pair<int, int> const&, std::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&)
  0.00      0.17     0.00      588     0.00     0.00  std::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const
  0.00      0.17     0.00      468     0.00     0.00  AppTemplate::AppTemplate(AppTemplate const&)
  0.00      0.17     0.00      446     0.00     0.00  EnsembleTracker::demote()
  0.00      0.17     0.00      438     0.00     0.00  EnsembleTracker::promote()
  0.00      0.17     0.00      366     0.00     0.00  WaitingList::feed(cv::Rect_<int>, double)
  0.00      0.17     0.00      288     0.00     0.00  __gnu_cxx::new_allocator<WaitingList::Waiting>::new_allocator()
  0.00      0.17     0.00      288     0.00     0.00  __gnu_cxx::new_allocator<WaitingList::Waiting>::~new_allocator()
  0.00      0.17     0.00      288     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_get_Tp_allocator() const
  0.00      0.17     0.00      288     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_get_Node_allocator() const
  0.00      0.17     0.00      288     0.00     0.00  std::allocator<WaitingList::Waiting>::allocator<std::_List_node<WaitingList::Waiting> >(std::allocator<std::_List_node<WaitingList::Waiting> > const&)
  0.00      0.17     0.00      288     0.00     0.00  std::allocator<WaitingList::Waiting>::~allocator()
  0.00      0.17     0.00      288     0.00     0.00  WaitingList::Waiting* std::__addressof<WaitingList::Waiting>(WaitingList::Waiting&)
  0.00      0.17     0.00      222     0.00     0.00  cv::Point_<int>::operator=(cv::Point_<int> const&)
  0.00      0.17     0.00      214     0.00     0.00  EnsembleTracker::compareHisto(cv::Mat&, cv::Rect_<int>)
  0.00      0.17     0.00      172     0.00     0.00  EnsembleTracker::refcAdd1()
  0.00      0.17     0.00      168     0.00     0.00  std::list<EnsembleTracker*, std::allocator<EnsembleTracker*> >::erase(std::_List_iterator<EnsembleTracker*>)
  0.00      0.17     0.00      168     0.00     0.00  std::list<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_M_erase(std::_List_iterator<EnsembleTracker*>)
  0.00      0.17     0.00      164     0.00     0.00  Controller::HittingRecord::recordVote(bool)
  0.00      0.17     0.00      162     0.00     0.00  EnsembleTracker::refcDec1()
  0.00      0.17     0.00      144     0.00     0.00  WaitingList::Waiting::Waiting(cv::Rect_<int>)
  0.00      0.17     0.00      144     0.00     0.00  WaitingList::Waiting::Waiting(WaitingList::Waiting const&)
  0.00      0.17     0.00      144     0.00     0.00  __gnu_cxx::new_allocator<WaitingList::Waiting>::destroy(WaitingList::Waiting*)
  0.00      0.17     0.00      144     0.00     0.00  __gnu_cxx::new_allocator<WaitingList::Waiting>::construct(WaitingList::Waiting*, WaitingList::Waiting const&)
  0.00      0.17     0.00      144     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<WaitingList::Waiting> >::deallocate(std::_List_node<WaitingList::Waiting>*, unsigned long)
  0.00      0.17     0.00      144     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<WaitingList::Waiting> >::allocate(unsigned long, void const*)
  0.00      0.17     0.00      144     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<WaitingList::Waiting> >::max_size() const
  0.00      0.17     0.00      144     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_get_node()
  0.00      0.17     0.00      144     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_put_node(std::_List_node<WaitingList::Waiting>*)
  0.00      0.17     0.00      144     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_create_node(WaitingList::Waiting const&)
  0.00      0.17     0.00      144     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_insert(std::_List_iterator<WaitingList::Waiting>, WaitingList::Waiting const&)
  0.00      0.17     0.00      144     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::push_back(WaitingList::Waiting const&)
  0.00      0.17     0.00      143     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::erase(std::_List_iterator<WaitingList::Waiting>)
  0.00      0.17     0.00      143     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_erase(std::_List_iterator<WaitingList::Waiting>)
  0.00      0.17     0.00      128     0.00     0.00  std::vector<double, std::allocator<double> >::push_back(double const&)
  0.00      0.17     0.00       64     0.00     0.00  std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00      0.17     0.00       64     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00      0.17     0.00       54     0.00     0.00  std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::capacity() const
  0.00      0.17     0.00       54     0.00     0.00  std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::operator=(std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > const&)
  0.00      0.17     0.00       44     0.00     0.00  std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  0.00      0.17     0.00       39     0.00     0.00  cv::Rect_<int>* std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(unsigned long, __gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       32     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::base() const
  0.00      0.17     0.00       32     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const
  0.00      0.17     0.00       31     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  0.00      0.17     0.00       30     0.00     0.01  EnsembleTracker::init_kf(cv::Rect_<int>)
  0.00      0.17     0.00       30     0.00     0.02  EnsembleTracker::EnsembleTracker(int, cv::Size_<int>, double, double, double)
  0.00      0.17     0.00       30     0.00     0.00  EnsembleTracker::~EnsembleTracker()
  0.00      0.17     0.00       30     0.00     0.00  cv::KalmanFilter::~KalmanFilter()
  0.00      0.17     0.00       30     0.00     0.00  cv::Size_<float>::Size_()
  0.00      0.17     0.00       30     0.00     0.00  cv::MatCommaInitializer_<float> cv::operator<< <float, int>(cv::Mat_<float> const&, int)
  0.00      0.17     0.00       30     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, false>::_S_base(__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       30     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, true>::_S_base(__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       30     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       30     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       30     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*)
  0.00      0.17     0.00       26     0.00     0.00  EnsembleTracker::dump()
  0.00      0.17     0.00       26     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator()
  0.00      0.17     0.00       24     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::max_size() const
  0.00      0.17     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::construct(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&)
  0.00      0.17     0.00       16     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&)
  0.00      0.17     0.00       16     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<std::vector<double, std::allocator<double> > > >::construct<std::vector<double, std::allocator<double> > >(std::allocator<std::vector<double, std::allocator<double> > >&, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&)
  0.00      0.17     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::__normal_iterator(std::vector<double, std::allocator<double> >* const&)
  0.00      0.17     0.00       16     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() const
  0.00      0.17     0.00       16     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::max_size() const
  0.00      0.17     0.00       16     0.00     0.00  std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      0.17     0.00       16     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::push_back(std::vector<double, std::allocator<double> > const&)
  0.00      0.17     0.00       16     0.00     0.00  std::vector<double, std::allocator<double> >* std::uninitialized_copy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      0.17     0.00       16     0.00     0.00  std::vector<double, std::allocator<double> >* std::__uninitialized_copy_a<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
  0.00      0.17     0.00       16     0.00     0.00  std::vector<double, std::allocator<double> >* std::__uninitialized_move_if_noexcept_a<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
  0.00      0.17     0.00       15     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, true>::_S_base(__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       15     0.00     0.00  cv::Rect_<int>* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<cv::Rect_<int> const*, cv::Rect_<int>*>(cv::Rect_<int> const*, cv::Rect_<int> const*, cv::Rect_<int>*)
  0.00      0.17     0.00       15     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       15     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       15     0.00     0.00  cv::Rect_<int>* std::__copy_move_a<false, cv::Rect_<int> const*, cv::Rect_<int>*>(cv::Rect_<int> const*, cv::Rect_<int> const*, cv::Rect_<int>*)
  0.00      0.17     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > std::copy<__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int> const*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       15     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >)
  0.00      0.17     0.00       15     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, cv::Rect_<int> >(__gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >, std::allocator<cv::Rect_<int> >&)
  0.00      0.17     0.00       14     0.00     0.00  void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&)
  0.00      0.17     0.00       10     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      0.17     0.00       10     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long)
  0.00      0.17     0.00       10     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      0.17     0.00       10     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
  0.00      0.17     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::deallocate(std::vector<double, std::allocator<double> >*, unsigned long)
  0.00      0.17     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*)
  0.00      0.17     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::difference_type __gnu_cxx::operator-<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&)
  0.00      0.17     0.00        8     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const
  0.00      0.17     0.00        8     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long)
  0.00      0.17     0.00        8     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&)
  0.00      0.17     0.00        8     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::end()
  0.00      0.17     0.00        8     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::begin()
  0.00      0.17     0.00        5     0.00     0.00  cv::Size_<int>::Size_(cv::Size_<int> const&)
  0.00      0.17     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<float>::new_allocator()
  0.00      0.17     0.00        3     0.00     0.00  std::allocator<float>::allocator()
  0.00      0.17     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl()
  0.00      0.17     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator()
  0.00      0.17     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_base()
  0.00      0.17     0.00        3     0.00     0.00  std::vector<float, std::allocator<float> >::vector()
  0.00      0.17     0.00        2     0.00     0.00  WaitingList::WaitingList(int)
  0.00      0.17     0.00        2     0.00     0.00  WaitingList::~WaitingList()
  0.00      0.17     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<WaitingList::Waiting> >::new_allocator()
  0.00      0.17     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<WaitingList::Waiting> >::~new_allocator()
  0.00      0.17     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator()
  0.00      0.17     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::~new_allocator()
  0.00      0.17     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&)
  0.00      0.17     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const
  0.00      0.17     0.00        2     0.00     0.00  std::allocator<std::_List_node<WaitingList::Waiting> >::allocator()
  0.00      0.17     0.00        2     0.00     0.00  std::allocator<std::_List_node<WaitingList::Waiting> >::~allocator()
  0.00      0.17     0.00        2     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::allocator()
  0.00      0.17     0.00        2     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::~allocator()
  0.00      0.17     0.00        2     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, false>::_S_base(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      0.17     0.00        2     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, true>::_S_base(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      0.17     0.00        2     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_List_impl::_List_impl()
  0.00      0.17     0.00        2     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_List_impl::~_List_impl()
  0.00      0.17     0.00        2     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_init()
  0.00      0.17     0.00        2     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_M_clear()
  0.00      0.17     0.00        2     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::_List_base()
  0.00      0.17     0.00        2     0.00     0.00  std::_List_base<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::~_List_base()
  0.00      0.17     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      0.17     0.00        2     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl()
  0.00      0.17     0.00        2     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.17     0.00        2     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base()
  0.00      0.17     0.00        2     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base()
  0.00      0.17     0.00        2     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long)
  0.00      0.17     0.00        2     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::list()
  0.00      0.17     0.00        2     0.00     0.00  std::list<WaitingList::Waiting, std::allocator<WaitingList::Waiting> >::~list()
  0.00      0.17     0.00        2     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector()
